No;Tanggal ;Tweet_clean;Tweet_stemming;Label_sentiment
1312;27/05/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Apabila mengalami kendala seperti itu silakan untuk mencoba langkah berikut sebelum mengakses Coretax Pastikan koneksi internet stabil Clear cache amp cookies pada browser yang digunakan Gunakan private browserincognito;maaf ketidaknyamanannya alami kendala sila coba langkah akses coretax pasti koneksi internet stabil cache cookies browser private browserincognito;Neutral
1313;27/05/2025;Min saya ada buat Faktur Pajak Keluaran Mei di halaman coretax faktur pajak keluaran utk nama customer sudah sesuai namun ketika didownload pdf faktur tersebut kok data PKP Customer Penandatanganan FPK malah muncul milik orang lain ya Solusinya min;admin faktur pajak keluar mei halaman coretax faktur pajak keluar nama konsumen sesuai unduh pdf faktur data pkp konsumen penandatanganan fpk muncul milik orang la solusi admin;Neutral
1314;27/05/2025;Hai Kak Modul eFaktur adalah Modul dalam Portal Wajib Pajak Coretax dan laman atau aplikasi lain yang terintegrasi dengan sistem administrasi Direktorat Jenderal Pajak misalnya eFaktur Desktop ya Kak TksIala;modul efaktur modul portal wajib pajak coretax laman aplikasi la integrasi sistem administrasi direktorat jenderal pajak efaktur desktop tksiala;Neutral
1315;27/05/2025;Mohon bantuannya kami tidak bisa menentukan akun Bank Utama pada coretax dan jika ada akun Bank yang sdh tutup bgmn cara non aktif akunnya di coretax;bantu tentu akun bank utama coretax akun bank tutup non aktif akun coretax;Negative
1316;27/05/2025;Permisi kak saya melakukan pembetulan spt masa ppn untuk masa juli dan ada kompensasi lebih bayar ke masa pajak tetapi dicoretax belum muncul Sudah hari saya menunggu tetapi belum juga muncul disistem coretax Bagaimana kak;permisi betul ppn juli kompensasi bayar pajak dicoretax muncul tunggu muncul sistem coretax;Negative
1317;27/05/2025;terdapat perbedaan yakni pada sebelum tahun pajak yg dilaporkan dan tahun pajak yg bersangkutan terkait hal tersebut untuk pengisian form notifikasi ini apakah mengacu sesuai coretax atau pmk terima kasih;beda pajak lapor pajak sangkut kait isi form notifikasi acu sesuai coretax pmk terima;Neutral
1318;27/05/2025;Hai Kak Apakah yang Kakak maksud terkait kolom Impor atau perolehan BKPJKP dengan Faktur Pajak yang dilaporkan secara digunggung dan barangjasa yang tidak terutang PPN Jika ya maka benar pada sistem coretax saat ini mengakomodasi transaksi sehubungan dgn hal tsb pada;maksud kait kolom impor oleh bkpjkp faktur pajak lapor gunggung barangjasa utang ppn sistem coretax akomodasi transaksi hubung tsb;Neutral
1319;27/05/2025;KawanPajak waspada penipuan yang mengatasnamakan DJP Modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi Coretax DJP Jangan mudah percaya pada telepon pesan atau email yang meminta data pribadi;kawanpajak waspada tipu mengatasnamakan djp modus tipu phising sniffing sosial engineering marak kait implementasi coretax djp mudah percaya telepon pesan email data pribadi;Neutral
1320;27/05/2025;ih mau nangis dah udah mah akhir bulan internet kantor nggak bener bener kerjaan numpuk coretax bapuk mau lapor ppn gimana inii;ih menang mah internet kantor kerja tumpuk coretax jelek lapor ppn ini;Negative
1321;27/05/2025;Aturan mengenai penyelenggaraan layanan administrasi perpajakan tertentu lewat Coretax DJP diatur dalam PERPJ;atur selenggara layan administrasi paja coretax djp atur perpj;Neutral
1322;27/05/2025;Hai Kak Retur pajak masukan yg terjadi di tahun atas faktur pajak yang terbit sebelum dilakukan melalui Coretax dan dapat dibuat dengan xml ya Kak Retur pajak masukan ini hanya dapat dilakukan apabila FP tersebut sudah masuk dalam daftar FP masukan pada menu Pajak;retur pajak masuk faktur pajak terbit coretax xml retur pajak masuk fp masuk daftar fp masuk menu pajak;Negative
1323;27/05/2025;bisa ka selama email amp no hp yg d daftar msh sama coba lgsg k menu lupa sandi d coretax aja;email nomor seluler daftar coba langsung menu lupa sandi coretax;Neutral
1324;27/05/2025;oke bang nnti login coretax dlu yg abang data disana biasany msh pakai KK sebelum nikah pengalaman bantu buat yg gitu soalnya;oke bang login coretax abang data sana biasany pakai nikah alam bantu gitu;Neutral
1325;27/05/2025;Belum pernah akses coretax memang saya coba dulu Terima kasih tipsnya;akses coretax coba terima tipsnya;Neutral
1326;27/05/2025;nah yg abang udh update data d coretax blm dr npwp yg digit itu kah biasanya data KK yg d input beda bang;abang baru data coretax npwp digit kah data input beda bang;Negative
1327;27/05/2025;Hai Kak Silakan bisa ditunggu terlebih dahulu ya Kak Apabila yang Kakak maksud adalah kompensasi LB dari Pembetulan SPT PPN masa pajak Desember mohon berkenan mengecek secara berkala pada menu Dashbor Kompensasi di menu SPT di Coretax Sepanjang sudah masuk di menu;sila tunggu maksud kompensasi lb betul ppn pajak desember kenan ecek kala menu dashbor kompensasi menu coretax masuk menu;Negative
1328;27/05/2025;hi min mau tanya kalau ada kesalahanSO pada djp online baran apakah bisa dirubah di coretax Kalau tidak bisa apakah bisa lewat daring merubahnya;admin kesalahanso djp online baran rubah coretax daring rubah;Neutral
1329;27/05/2025;Saya mendampingi istri membuat NPWP melalui coretax Namun pada saat pengisian nomor KK dinyatakan nomor KK tidak valid padahal sudah saya cermati telah sesuai Mohon penjelasan;damping istri npwp coretax isi nomor nyata nomor valid cermat sesuai jelas;Negative
1330;27/05/2025;Hai Kak Kakak ingin mengajukan permohonan pengukuhan PKP orang pribadi atau badan Secara umum persyaratanya Kakak dapat melihat di Pasal PMK Tahun dan juga Pasal dan PER Untuk pengajuan secara online silakan masuk akun Coretax wajib pajak untuk;aju mohon kukuh pkp orang pribadi badan persyaratanya pasal pmk pasal aju online sila masuk akun coretax wajib pajak;Negative
1331;27/05/2025;Hai Kak Apakah sudah di pastikan status Pengusaha Kena Pajak pada informasi umum coretax sudah terceklis Jika sudah silakan ke portal sayagtdokumen sayagt klik hasilkan dokumen Klik refresh Cek kembali apakah SPPKPnya sudah muncul di dokumen saya Jika sudah Kakak tidak;pasti status usaha kena pajak informasi coretax terceklis sila portal sayagtdokumen sayagt klik hasil dokumen klik ulang periksa sppkpnya muncul dokumen;Neutral
1332;27/05/2025;Peraturan Baru DJP Tetapkan Format SPT Bupot dan Faktur Era Coretax;atur djp tetap format bupot faktur era coretax;Neutral
1333;27/05/2025;Hallo sobat Laporpajak DJP resmi tetapkan pedoman pelaporan pajak di era Coretax lewat PERPJ Berlaku sejak Mei coretax djp sptpajak perpajakanindonesia pajak bupot fakturpajak wajibpajak infopajak reformasipajak konsultanpajak;hallo sobat laporpajak djp resmi tetap pedoman lapor pajak era coretax perpj laku mei coretax djp sptpajak perpajakanindonesia pajak bupot fakturpajak wajibpajak infopajak reformasipajak konsultanpajak;Neutral
1334;27/05/2025;Hai Kak Pada saat melakukan pendaftaran NPWP melalui Coretax pengisian kolom Jenis Pekerjaan pada Langkah ke Identitas Wajib Pajak silakan diisi dengan data pekerjaan berdasarkan data Dukcapil ya Kak Silakan pastikan kembali data jenis pekerjaannya sudah sesuai dengan;daftar npwp coretax isi kolom jenis kerja langkah identitas wajib pajak sila isi data kerja dasar data dukcapil sila pasti data jenis kerja sesuai;Neutral
1335;27/05/2025;min saya sudah melakukan aktivasi nik di situs Coretax Nah ketika ditahap akhir saya sudah menekan ajukan permohonan Terus tidak lama kemudian muncul notif anda telah keluar dari coretax silakan login kembali Ini bagaimana ya;admin aktivasi nik situs coretax tahap tekan aju mohon muncul notif coretax sila login;Neutral
1336;27/05/2025;KawanPajak waspada penipuan yang mengatasnamakan DJP Modus penipuan seperti phising sniffing dan social engineering kembali marak termasuk yang dikaitkan dengan implementasi Coretax DJP;kawanpajak waspada tipu mengatasnamakan djp modus tipu phising sniffing sosial engineering marak kait implementasi coretax djp;Neutral
1337;27/05/2025;min di coretax ada tampilan pembelian non ppn di induk II kolom I sbg tambahan yg dulu tdk ada di spt masa ppn sebelumnya Apakah pembelian non ppn hrs lapor di spt masa Selama ini cukup dlm perhitungan labarugi sbg pembelian non ppn;admin coretax tampil beli non ppn induk ii kolom i tambah ppn beli non ppn lapor dlm hitung labarugi beli non ppn;Neutral
1338;27/05/2025;terkait penjukkan signer faktur pajak di coretax apakah masih perlu untuk menyampaikan spesimen tanda tangan penerbitan faktur pajak sesuai dengan PER PJ pasal ayat terimakasih min;kait penjukkan signer faktur pajak coretax spesimen tanda tangan terbit faktur pajak sesuai pj pasal ayat terima kasih admin;Neutral
1339;27/05/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Apabila pihak ybs sudah diberikan role di wakilkuasa saya danatau PIC sudah masuk di pihak terkait Coretax WP Badan atas kendala impersonate tersebut mohon Kakak berkenan mencoba secara berkala dengan langkah berikut;maaf ketidaknyamanannya ybs role wakilkuasa danatau pic masuk kait coretax wajib pajak badan kendala impersonate kenan coba kala langkah;Negative
1340;27/05/2025;Hai Kak Mohon maaf atas kendala yang dialami Atas kendala yang dialami silakan dicek di daftar pajak keluaran atau masukan apakah ada kemungkinan data faktur baru Kakak juga dapat mencoba akses Coretax menggunakan incognito window Google Chrome atau private browser;maaf kendala alami kendala alami sila cek daftar pajak keluar masuk data faktur coba akses coretax incognito window google chrome private browser;Neutral
1341;27/05/2025;Hai Kak Jika muncul keterangan NIK di duplikasi artinya NIK tersebut sudah terdaftar sebagai NPWP sehingga Kakak tidak perlu untuk memilih menu pendaftaran NPWP lagi Untuk mengakses akun coretax Kakak dapat langsung melakukan aktivasi akun Wajib Pajak saja ya Kak Aktivasi;muncul terang nik duplikasi nik daftar npwp pilih menu daftar npwp akses akun coretax langsung aktivasi akun wajib pajak aktivasi;Neutral
1342;27/05/2025;min kalau pribadi bukan badan punya tanahbangunan yang di sewakan ke pribadi juga yang bayar kan pemilik bangunannya berarti buat ebupot nya yang penyetoran sendiri ya mau tutorial nya dong min kemarin pakai nya DJP baru nyoba coretax;admin pribadi badan tanahbangunan sewa pribadi bayar milik bangun ebupot nya setor tutorial nya admin kemarin pakai nya djp coba coretax;Negative
1343;27/05/2025;Hai Kak Jika sudah berhasil menambah nomor telepon pada coretax data pada sistem coretax akan otomatis akan terupdate TksDevi;hasil tambah nomor telepon coretax data sistem coretax otomatis baru tksdevi;Negative
1344;27/05/2025;Hai Kak Permohonan Pengembalian Kelebihan Pembayaran Pajak yang Seharusnya Tidak Terutang dapat diajukan melalui laman Coretax pada menu Pembayaran Formulir Restitusi Pajak Kakak dapat ikuti langkahlangkahnya sesuai tutorial berikut Formulir dan;mohon kembali lebih bayar pajak utang aju laman coretax menu bayar formulir restitusi pajak ikut langkahlangkahnya sesuai tutorial formulir;Negative
1345;27/05/2025;Mau tanya min ini saya ada customer yang pakai dokumen BC Tapi pada saat diinput di coretax nomer pengajuannya tidak bisa keterangannya Eror form data is null at Assign itu kenapa ya;admin konsumen pakai dokumen bc diinput coretax nomor aju terang error form data is null at assign;Negative
1346;27/05/2025;Hai Kak Mohon maaf atas ketidaknyamanannya Apakah saat ini masih mengalami kendala Kak Silakan untuk mencoba langkah berikut sebelum mengakses Coretax Pastikan koneksi internet stabil Clear cache amp cookies pada browser yang digunakan Gunakan private;maaf ketidaknyamanannya alami kendala sila coba langkah akses coretax pasti koneksi internet stabil cache cookies browser private;Neutral
1347;27/05/2025;siang min ketika impersonate di coretax ada keterangan identityproviderportal gagal padahal di coretax wakil atas wp badan tsb muncul impersonate atas WP Badannya Kira bagaimana ya Utk foto saya DM ya;siang admin impersonate coretax terang identityproviderportal gagal coretax wakil wajib pajak badan tsb muncul impersonate wajib pajak badan foto dm;Negative
1348;27/05/2025;Hai Kak Coba di cek pada konsep SPT nya apakah ada SPT Masa April yg tercreate otomatis Dan pastikan SPT Masa Maret sudah masuk di menu SPT Dilaporkan Jika masih terkendala coba lakukan hal berikut dahulu sebelum mengakses Coretax dan dicek secara berkala ya Kak;coba periksa konsep nya april tercreate otomatis pasti maret masuk menu lapor kendala coba laku akses coretax cek kala;Negative
1349;27/05/2025;halo min Kami developer perumahan melakukan pembayaran sendiri pph atas penjualan rumah komersil pph dan subsidi pph Untuk pelaporan di coretax bagaimana ya Karena di menu penyetoran sendiri KOP nya tidak tersedia;halo admin developer rumah bayar pph jual rumah komersil pph subsidi pph lapor coretax menu setor kop nya sedia;Neutral
1350;27/05/2025;sebenarnya di coretax boleh atau tidak dan jadi mslh atau tidak ya ketika buat di awal salah kode misal kode diganti ke;coretax salah kode kode ganti;Negative
1351;27/05/2025;halo sesuai PER FP maks upload tgl bulan berikutnya mulainya per FP Mei brrti ya skg di Coretax sdh provide update peraturan tsbblm terima kasih;halo sesuai fp maksimal upload tanggal mulai fp mei brrti skg coretax provide baru atur tsbblm terima;Neutral
1352;27/05/2025;halo mau tanya saya dpt dokumen retur dari customer tp ketika di cek di coretax kenapa nilainya nol ya Setelah diposting ke SPT PPN nilainya juga nol Mohon bantuannya;halo dokumen retur konsumen periksa coretax nilai nol diposting ppn nilai nol bantu;Neutral
1353;27/05/2025;Hai Kak Mohon maaf atas ketidaknyamanan yang dialami ya PIBnya untuk masa pajak berapa ya Kak Silakan ikuti langkahlangkah berikut sebelum mengakses laman coretax ya Kak Pastikan kembali koneksi internetnya lancar atau ganti menggunakan koneksi yang berbeda;maaf ketidaknyamanan alami pibnya pajak sila ikut langkahlangkah akses laman coretax pasti koneksi internetnya lancar ganti koneksi beda;Negative
1354;27/05/2025;Hai Kak Pembuatan faktur pajak baik dengan efaktur maupun lewat coretax sama ketentuannya Jika transaksi merupakan barang mewah yang dikenakan PPnBM sesuai PMKPMK stdd PMKPMK dan PMKPMK tentang Perubahan atas PMKPMK maka;buat faktur pajak efaktur coretax tentu transaksi barang mewah kena ppnbm sesuai pmkpmk stdd pmkpmk pmkpmk ubah pmkpmk;Neutral
1355;27/05/2025;Hai Kak Mohon maaf atas ketidaknyamanan yang dialami Silakan ikuti langkahlangkah berikut sebelum mengakses laman coretax ya Kak Pastikan kembali koneksi internetnya lancar atau ganti menggunakan koneksi yang berbeda Bersihkan cache amp cookies pada browser;maaf ketidaknyamanan alami sila ikut langkahlangkah akses laman coretax pasti koneksi internetnya lancar ganti koneksi beda bersih cache cookies browser;Neutral
1356;27/05/2025;Hai Kak Jika sebelumnya Kakak sudah memiliki NPWP dan sudah memiliki akun DJP Online maka untuk login Coretax pertama kali silakan lakukan reset password terlebih dulu dengan menekan tombol Lupa Kata Sandi pada laman Setelah melakukan prosedur;milik npwp milik akun djp online login coretax kali sila laku reset password tekan tombol lupa sandi laman prosedur;Neutral
1357;28/05/2025;Diawal kita sudah memperingati bahwa coretax milik djp banyak masalah tapi ttp dijalankan apalagi konsultan terkenal malah menyesatkan;awal ingat coretax milik djp jalan konsultan kenal sesat;Neutral
1358;28/05/2025;lgsg coba menu lupa sandi d coretax bang masukin nik sama no gawai d centang masukin no hp pastiin ada pulsa aja;langsung coba menu lupa sandi coretax bang masuk nik nomor gawai centang masuk nomor seluler pastiin pulsa;Neutral
1359;28/05/2025;Selamat pak Bimo Wijayanto sebagai Direktur Jenderal Pajak PR untuk DJP saya rincikan ya Target Tax Ratio OECD Standard Pembenahan Coretax Pemajakan atas informal sektor Peningkatan kepercayaan dan kepatuhan Mewujudkan reformasi perpajakan bekerlanjutan;selamat bimo wijayanto direktur jenderal pajak pr djp rincikan target tax ratio oecd standard benah coretax maja informal sektor tingkat percaya patuh wujud reformasi paja bekerlanjutan;Neutral
1360;28/05/2025;yaampun coretax ini rasanya ga mempermudah deh mending balik djp kata gua apaan bupot sering ilang ilangan sekalinya balik ngacak acak lagi siapa sih yg ngide njir bisa gaa urut kyk dulu aja hah ya allah pening bgt guaa bupot geser mulu coretax;yaampun coretax mudah djp bupot hilang hilang sekali ngacak acak ngide njir gaa urut hah allah pening banget guaa bupot geser coretax;Negative
1361;28/05/2025;dan kak kenapa ya coretax sering error begini dari januari esp setiap mendekati lapor SPT udah refresh restart PC openclose browser pun masih sama thank you;coretax error januari esp dekat lapor ulang restart pc openclose browser terima kasih you;Neutral
1362;28/05/2025;untuk WAPU selain bendaharawan pemerintah kalau udah buat id billing di coretax dan setor lapor apa masih harus lapor di web SPT PUT;wapu bendaharawan perintah id billing coretax setor lapor lapor situs put;Neutral
1363;28/05/2025;Untuk surat permohonan pengukuhan yang dari kpp itu di kirim ke alamat terdaftar atau lewat coretax juga Karena ini sudah lebih dari hari kerja kami belum terima;surat mohon kukuh kpp kirim alamat daftar coretax kerja terima;Negative
1364;28/05/2025;Alhamdulillah sore ini di kasih kelancaran lagi bikinin npwp Terhitung menit aja udah jadi setelah kakaknya kirim data Jasa npwp bikin npwp npwp coretax zonauang jasanpwp;alhamdulillah sore lancar bikinin npwp hitung menit kakak kirim data jasa npwp npwp npwp coretax zonauang jasanpwp;Neutral
1365;28/05/2025;coretax kontol lagi dipake buru jugaa jan mentang lo semua bsk libur panjang yaa asu;coretax kontol dipake buru jugaa jan mentang besok libur ya anjing;Negative
1366;28/05/2025;orang orang tuh kalo ga bisa ngomong baik mending diem bisa gak sih di bercandain knp aku kalo pulang telat trs dan kerjaanku ga beres EH KALO BISA MILIH AKU JG GAMAU NGURUSIN PAJAK APALAGI CORETAX YG KAYAK BABI INII;orang orang tuh bicara diem bercandain pulang lambat kerja beres eh milih gamau ngurusin pajak coretax kayak babi ini;Negative
1367;28/05/2025;Hai Kak Secara umum pada Coretax untuk kompensasi LB akan secara otomatis muncul di SPT masa pajak berikutnya dengan status normal yang belum terlapor ya Kak Apabila SPT Masa normal Januari sd April sudah dilaporkan maka kompensasi dari masa Desember tersebut;coretax kompensasi lb otomatis muncul pajak status normal lapor normal januari sd april lapor kompensasi desember;Negative
1368;28/05/2025;Hai Kak Terkait dengan notifikasi Nomor Identitas Nasional Diduplikasi terdapat beberapa kemungkinan NIK tersebut sudah terdaftar NPWP jika demikian Kakak tidak perlu lagi melakukan pendafataran NPWP Untuk mengakses akun coretax Kakak dapat langsung melakukan aktivasi;kait notifikasi nomor identitas nasional duplikasi nik daftar npwp pendafataran npwp akses akun coretax langsung aktivasi;Neutral
1369;28/05/2025;Hai Kak Pembetulan Desember statusnya apa ya Kak Apakah menjadi LB lebih kecil Dalam hal status SPT normal LB dan dibetulkan menjadi LB lebih kecil maka akan timbul kurang bayar Saat ini dalam aplikasi Coretax atas selisih LB tersebut silakan dilakukan pembayaran;betul desember status lb status normal lb betul lb timbul bayar aplikasi coretax selisih lb sila bayar;Negative
1370;28/05/2025;halo min mau tanya Saya mau daftar pajak lewat coretax tapi bagian alamat selalu gabisa padahal sudah sesuai dengan alamat yang di KTP dan sudah hari stuck disini terus Mohon bantuannya min;halo admin daftar pajak coretax alamat sesuai alamat ktp stuck bantu admin;Neutral
1371;28/05/2025;format penulisan pada kolom isian NPWP dalam pembuatan eBupot PPh bagi WPLN tanpa fasilitas di Coretax pada menu BPNR bagaimana ya Apakah cukup dengan mengisi Digit atau ada format yang ditentukan Minta dasar aturannya;format tulis kolom isi npwp buat ebupot pph wpln fasilitas coretax menu bpnr isi digit format tentu dasar atur;Neutral
1372;28/05/2025;Hai Kak Pada Coretax pihak penjual faktur pajak tersebut tetap terdaftar sebagai faktur pajak keluaran ya Kak Tidak terdapat perubahan pada faktur pajak terkait atas status Tandai Sebagai Tidak Valid TksFmah;coretax jual faktur pajak daftar faktur pajak keluar ubah faktur pajak kait status tanda valid tksfmah;Neutral
1373;28/05/2025;Hai Kak Kakak bisa batalkan permohonan tersebut melalui akun Coretax pada menu Portal Saya Kasus Saya lalu silakan pilih permohonan yang ingin dibatalkan dan klik Tarik Kasus Jika sudah Kakak dapat mengajukan permohonan kembali dan pastikan menggunakan akun Coretax yang;batal mohon akun coretax menu portal sila pilih mohon batal klik tarik aju mohon pasti akun coretax;Negative
1374;28/05/2025;Pojok pajak ini memberikan asistensi pelaporan SPT tahunan edukasi perpajakan serta berbagai layanan administrasi seperti aktivasi EFIN pemulihan akun DJP Online pendaftaran NPWP dan aktivasi akun Coretax;pojok pajak asistensi lapor tahun edukasi paja layan administrasi aktivasi efin pulih akun djp online daftar npwp aktivasi akun coretax;Neutral
1375;28/05/2025;Puluhan wajib pajak menghadiri pojok pajak tersebut Tak hanya asistensi pelaporan sebagian wajib pajak juga mendapatkan penyuluhan proses bisnis Coretax;puluh wajib pajak hadir pojok pajak asistensi lapor wajib pajak suluh proses bisnis coretax;Neutral
1376;28/05/2025;Hai Kak Betul ya Secara sistem Coretax LB akan dikompensasikan ke SPT Masa PPN yang belum dilaporkan TksWali;sistem coretax lb kompensasi ppn lapor tkswali;Neutral
1377;28/05/2025;min mohon dibantu ketika ada efaktur masukan yg pajaknya disetor oleh penyedia apa yg saya lakukan utk membuat kode billingnya di coretax ya Disini sy selaku PIC lembaga pemerintah;admin bantu efaktur masuk pajak setor sedia laku kode billingnya coretax pic lembaga perintah;Negative
1378;28/05/2025;kak mau tanya untuk spt ppn masa sudah terbit ebilling dan sudah melakukan pembayaran tapi status di coretax spt ppn masih menunggu pembayaran itu kenapa ya kak;ppn terbit ebilling bayar status coretax ppn tunggu bayar;Neutral
1379;28/05/2025;Bentar pengen curhat Yg gk suka bisa di skip Capek rasanya jadi pihak yg selalu disalahkan di tempat kerja Pajak telat disetor aku yg disalahkan kn memang dri coretax nya suka ada masalah Jadi ya wajar kalau suka ngaret Dirinya sendiri juga gk paham masalah coretax;sebentar curhat suka skip capek salah kerja pajak lambat setor salah coretax nya suka wajar suka lambat paham coretax;Negative
1380;28/05/2025;Sore min ini saya mau Lapor SPT PPN Masa April di coretax tp muncul notif ini terus ini kenapa ya;sore admin lapor ppn april coretax muncul notif;Neutral
1381;28/05/2025;Hai Kak Untuk layanan pengaktifan kembali NPWP silakan menghubungi Kring Pajak melalui telepon atau livechat di Selain itu juga dapat dilakukan secara mandiri melalui laman ya TksZama;layan aktif npwp sila hubung kring pajak telepon livechat mandiri laman tkszama;Neutral
1382;28/05/2025;Hai Kak Terkait notifikasi Permohonan harus diajukan oleh Kuasa Wajib Pajak atau Wakil Wajib Pajak untuk jenis Wajib Pajak Badan Instansi Pemerintah atau Pemungut PPN Luar Negeri melalui eCommerce silakan Kakak pastikan telah login Coretax menggunakan akun PIC kemudian;kait notifikasi mohon aju kuasa wajib pajak wakil wajib pajak jenis wajib pajak badan instansi perintah mungut ppn negeri ecommerce sila pasti login coretax akun pic;Neutral
1383;28/05/2025;cek d akun coretax picdirektur ny ka udah kedaftar npwp nya kayany bisa d cek d akun picdirektur;periksa akun coretax picdirektur ny daftar npwp nya kayany periksa akun picdirektur;Negative
1384;28/05/2025;Hai Kak Apakah wajin pajak orang pribadi tersebut PKP Terkait dengan faktur pajak yang hilang pada coretax mohon maaf atas ketidaknyamanannya Pada tabel daftar FP Keluaran silakan coba refresh tabel dan gunakan filter Pastikan pada bagian filter masa pajak sudah terpilih;wajin pajak orang pribadi pkp kait faktur pajak hilang coretax maaf ketidaknyamanannya tabel daftar fp keluar sila coba ulang tabel filter pasti filter pajak pilih;Negative
1385;28/05/2025;Hai Kak Apakah akun yang Kakak maksud untuk pendaftaran NPWP Saat ini pendaftaran NPWP dapat dilakukan secara online melalui Coretax ya Kak Silakan klik link berikut untuk pendaftaran NPWP nya Infografis pendaftaran NPWP dapat Kakak lihat pada;akun maksud daftar npwp daftar npwp online coretax sila klik link daftar npwp nya infografis daftar npwp lihat;Neutral
1386;28/05/2025;statement yang bilang pake coretax bisa mempermudah tuh apanya yang dimudahkan sih mudah stress iya mudah sakit kepala iya mudah emosi iyaa;statement bilang pakai coretax mudah tuh apa mudah mudah stres mudah sakit kepala mudah emosi;Negative
1387;28/05/2025;PERPJ Resmi Berlaku Relaksasi Coretax untuk Faktur Pajak;perpj resmi laku relaksasi coretax faktur pajak;Neutral
1388;28/05/2025;KELAS PAJAK KPKP Manna telah melaksanakan Kelas Pajak pada Rabu Kegiatan ditujukan untuk mengedukasi Wajib Pajak Instansi Pemerintah dalam pembuatan Bukti Potong melalui Coretax PajakKuatAPBNSehat PajakKitauntukKita;kelas pajak kpkp manna laksana kelas pajak rabu giat edukasi wajib pajak instansi perintah buat bukti potong coretax pajakkuatapbnsehat pajakkitauntukkita;Neutral
1389;28/05/2025;Tapi klo ini bukan transaksi uang muka namun faktur pajak keluaran yg pengiriman barang nya secara parsial cara input nya bagimana contoh total barang pcs tp barang keluar tiap invoice nya pcs cara input di coretax nya agar tiap transaksi itu nyambung bagaimana;transaksi uang muka faktur pajak keluar kirim barang nya parsial input nya bagimana contoh total barang pcs barang invoice nya pcs input coretax nya transaksi nyambung;Neutral
1390;28/05/2025;KELAS PAJAK KPKP Manna telah melaksanakan Kelas Pajak pada Selasa Kegiatan ditujukan untuk mengedukasi Wajib Pajak Instansi Pemerintah dalam pembuatan Bukti Potong melalui Coretax PajakKuatAPBNSehat PajakKitauntukKita;kelas pajak kpkp manna laksana kelas pajak selasa giat edukasi wajib pajak instansi perintah buat bukti potong coretax pajakkuatapbnsehat pajakkitauntukkita;Neutral
1391;28/05/2025;Hai Kak Jika tidak mengetahui data email dan nomor HP yang terdaftar maka silakan mengajukan permohonan perubahan data secara tertulis ke KPPKPKP terdaftar dahulu Lalu jika data email dan nomor HP yang terdaftar telah diperbarui maka silakan mengaktivasi akun coretax;data email nomor seluler daftar sila aju mohon ubah data tulis kppkpkp daftar data email nomor seluler daftar baru sila aktivasi akun coretax;Neutral
1392;28/05/2025;Hai Kak Perubahan data nomor telepon dapat dilakukan secara mandiri di akun coretax Wajib Pajaknya melalui Kring Pajak jika mengetahui data nomor telepon terdaftarnyaterdapat validasi data sesuai data NPWP atau secara tertulis di KPP terdaftar Berhubung Kakak belum;ubah data nomor telepon mandiri akun coretax wajib pajak kring pajak data nomor telepon terdaftarnyaterdapat validasi data sesuai data npwp tulis kpp daftar hubung;Neutral
1393;28/05/2025;KELAS PAJAK KPKP Manna telah melaksanakan Kelas Pajak pada Senin Kegiatan ditujukan untuk mengedukasi Wajib Pajak Instansi Pemerintah dalam pembuatan Bukti Potong melalui Coretax PajakKuatAPBNSehat PajakKitauntukKita;kelas pajak kpkp manna laksana kelas pajak senin giat edukasi wajib pajak instansi perintah buat bukti potong coretax pajakkuatapbnsehat pajakkitauntukkita;Neutral
1394;28/05/2025;Ingat kode billing berlaku cuma hari jadi jangan ditunda ya KawanPajak PajakKitaUntukKita Coretax STP BayarPajakMudah;kode billing laku tunda kawanpajak pajakkitauntukkita coretax stp bayarpajakmudah;Neutral
1395;28/05/2025;KawanPajak terima STP Surat Tagihan Pajak Yuk segera lunasi tagihannya lewat Coretax Cukup login cek tagihan STP buat kode billing dan bayar lewat ATM atau mobile banking Nggak ribet nggak perlu antre;kawanpajak terima stp surat tagih pajak yuk lunas tagih coretax login periksa tagih stp kode billing bayar atm seluler banking ribet antre;Neutral
1396;28/05/2025;Hai Kak Di laman coretax silakan pilih pengguna baru Daftar disini gtPerorangangtPilih memiliki NIKgtRegister Only Hanya Registrasi Register Only digunakan untuk orang pribadi yang ingin memiliki akun Coretax tanpa menjadikan NIKnya sebagai NPWP Contoh wanita kawin yang;laman coretax sila pilih guna daftar gtperorangangtpilih milik nikgtregister only registrasi register only orang pribadi milik akun coretax jadi nik npwp contoh wanita kawin;Neutral
1397;28/05/2025;Jika Kakak mengalami kendala pendaftaran NPWP melalui Coretax Kakak dapat mengajukan permohonan NPWP melalui KPPKPKP ya Kak Daftar kontak KPPKPKP dapat dilihat pada tautan berikut TksWana;alami kendala daftar npwp coretax aju mohon npwp kppkpkp daftar kontak kppkpkp taut tkswana;Neutral
1398;28/05/2025;Hai Kak Apakah Kakak akan membuat Faktur Pajak untuk turis asing Mulai faktur pajak yang diterbitkan oleh PKP toko retail kepada turis asing saat ini dibuat melalui laman Coretax Silakan membuat faktur pajak melalui menu eFaktur Pajak Keluaran dengan kode faktur;faktur pajak turis asing faktur pajak terbit pkp toko retail turis asing laman coretax sila faktur pajak menu efaktur pajak keluar kode faktur;Neutral
